danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.656,0.665,1,-1.387,1,0.189,0.149,8.33e-06,0.16,0.569,189.984,audio_features,57Ba26w9eoXx8BBUNgRNLV,spotify:track:57Ba26w9eoXx8BBUNgRNLV,https://api.spotify.com/v1/tracks/57Ba26w9eoXx8BBUNgRNLV,https://api.spotify.com/v1/audio-analysis/57Ba26w9eoXx8BBUNgRNLV,307435,4
0.756,0.83,1,-5.288,1,0.0842,0.182,0.000384,0.227,0.422,175.961,audio_features,2etJ67Egf7woMgOikVrlJM,spotify:track:2etJ67Egf7woMgOikVrlJM,https://api.spotify.com/v1/tracks/2etJ67Egf7woMgOikVrlJM,https://api.spotify.com/v1/audio-analysis/2etJ67Egf7woMgOikVrlJM,204180,4
0.905,0.686,0,-3.152,1,0.0664,0.0907,0,0.266,0.963,103.013,audio_features,11EnQRgRMJwMAesfkB5pnu,spotify:track:11EnQRgRMJwMAesfkB5pnu,https://api.spotify.com/v1/tracks/11EnQRgRMJwMAesfkB5pnu,https://api.spotify.com/v1/audio-analysis/11EnQRgRMJwMAesfkB5pnu,155825,4
0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,audio_features,2dNhNlpZAtV4lwAFW45LIv,spotify:track:2dNhNlpZAtV4lwAFW45LIv,https://api.spotify.com/v1/tracks/2dNhNlpZAtV4lwAFW45LIv,https://api.spotify.com/v1/audio-analysis/2dNhNlpZAtV4lwAFW45LIv,182496,4
0.892,0.531,0,-8.311,1,0.182,0.06,0,0.0996,0.501,89.995,audio_features,6fGyrAxqgdvhzcOKlMQq5s,spotify:track:6fGyrAxqgdvhzcOKlMQq5s,https://api.spotify.com/v1/tracks/6fGyrAxqgdvhzcOKlMQq5s,https://api.spotify.com/v1/audio-analysis/6fGyrAxqgdvhzcOKlMQq5s,290667,4
0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053,audio_features,5zj8WNkBrEzlI5FKeYV4ol,spotify:track:5zj8WNkBrEzlI5FKeYV4ol,https://api.spotify.com/v1/tracks/5zj8WNkBrEzlI5FKeYV4ol,https://api.spotify.com/v1/audio-analysis/5zj8WNkBrEzlI5FKeYV4ol,216747,4
0.814,0.714,4,-4.65,0,0.207,0.297,4.89e-06,0.091,0.789,176.013,audio_features,6bvfJf4KjonPMuPfGfy3S2,spotify:track:6bvfJf4KjonPMuPfGfy3S2,https://api.spotify.com/v1/tracks/6bvfJf4KjonPMuPfGfy3S2,https://api.spotify.com/v1/audio-analysis/6bvfJf4KjonPMuPfGfy3S2,345241,4
0.76,0.674,7,-4.039,0,0.0636,0.396,3.54e-05,0.0977,0.735,172.024,audio_features,6Et5KimMg3IXwD6lJPGmQw,spotify:track:6Et5KimMg3IXwD6lJPGmQw,https://api.spotify.com/v1/tracks/6Et5KimMg3IXwD6lJPGmQw,https://api.spotify.com/v1/audio-analysis/6Et5KimMg3IXwD6lJPGmQw,202307,4
0.877,0.647,0,-5.305,1,0.129,0.22,2.8e-06,0.134,0.678,90.028,audio_features,2Q7KYjCv7XaLc0KRGY9m50,spotify:track:2Q7KYjCv7XaLc0KRGY9m50,https://api.spotify.com/v1/tracks/2Q7KYjCv7XaLc0KRGY9m50,https://api.spotify.com/v1/audio-analysis/2Q7KYjCv7XaLc0KRGY9m50,187773,4
0.863,0.527,10,-6.261,1,0.216,0.377,3.7e-06,0.0946,0.599,90.99,audio_features,3wrBFPDRyIGyGXxGSc970M,spotify:track:3wrBFPDRyIGyGXxGSc970M,https://api.spotify.com/v1/tracks/3wrBFPDRyIGyGXxGSc970M,https://api.spotify.com/v1/audio-analysis/3wrBFPDRyIGyGXxGSc970M,262200,4
0.784,0.65,0,-7.07,0,0.247,0.604,0.000579,0.104,0.589,109.181,audio_features,1mrQYY0NATPCe7WOYcCKf1,spotify:track:1mrQYY0NATPCe7WOYcCKf1,https://api.spotify.com/v1/tracks/1mrQYY0NATPCe7WOYcCKf1,https://api.spotify.com/v1/audio-analysis/1mrQYY0NATPCe7WOYcCKf1,176147,4
0.806,0.756,11,-5.087,1,0.058,0.0276,0.000641,0.247,0.248,89.981,audio_features,6qbZl7ue25zwRn5oQ6DeNJ,spotify:track:6qbZl7ue25zwRn5oQ6DeNJ,https://api.spotify.com/v1/tracks/6qbZl7ue25zwRn5oQ6DeNJ,https://api.spotify.com/v1/audio-analysis/6qbZl7ue25zwRn5oQ6DeNJ,250485,4
0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,audio_features,4r9jkMEnArtWGH2rL2FZl0,spotify:track:4r9jkMEnArtWGH2rL2FZl0,https://api.spotify.com/v1/tracks/4r9jkMEnArtWGH2rL2FZl0,https://api.spotify.com/v1/audio-analysis/4r9jkMEnArtWGH2rL2FZl0,175918,4
0.664,0.665,10,-3.616,1,0.0879,0.123,0,0.411,0.726,173.961,audio_features,41BzKiCrKpUQHS3TP0jmdr,spotify:track:41BzKiCrKpUQHS3TP0jmdr,https://api.spotify.com/v1/tracks/41BzKiCrKpUQHS3TP0jmdr,https://api.spotify.com/v1/audio-analysis/41BzKiCrKpUQHS3TP0jmdr,176970,4
0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,7k4t7uLgtOxPwTpFmtJNTY,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4
0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,audio_features,60ynsPSSKe6O3sfwRnIBRf,spotify:track:60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,226987,4
0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4
0.836,0.711,4,-3.377,0,0.195,0.131,0,0.401,0.618,94.034,audio_features,4bEwaORm2IBfu3omjEna7I,spotify:track:4bEwaORm2IBfu3omjEna7I,https://api.spotify.com/v1/tracks/4bEwaORm2IBfu3omjEna7I,https://api.spotify.com/v1/audio-analysis/4bEwaORm2IBfu3omjEna7I,249344,4
0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,audio_features,06s3QtMJVXw1AJX3UfvZG1,spotify:track:06s3QtMJVXw1AJX3UfvZG1,https://api.spotify.com/v1/tracks/06s3QtMJVXw1AJX3UfvZG1,https://api.spotify.com/v1/audio-analysis/06s3QtMJVXw1AJX3UfvZG1,246000,4
0.784,0.587,4,-3.572,0,0.0767,0.375,0.00109,0.111,0.261,90.032,audio_features,13Tbv4nflNxg9kYBIbJnd9,spotify:track:13Tbv4nflNxg9kYBIbJnd9,https://api.spotify.com/v1/tracks/13Tbv4nflNxg9kYBIbJnd9,https://api.spotify.com/v1/audio-analysis/13Tbv4nflNxg9kYBIbJnd9,209540,4
0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,audio_features,4R8BJggjosTswLxtkw8V7P,spotify:track:4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/tracks/4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/audio-analysis/4R8BJggjosTswLxtkw8V7P,309120,4
0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172,audio_features,2DEZmgHKAvm41k4J3R2E9Y,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,https://api.spotify.com/v1/tracks/2DEZmgHKAvm41k4J3R2E9Y,https://api.spotify.com/v1/audio-analysis/2DEZmgHKAvm41k4J3R2E9Y,295177,4
0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,audio_features,6NfrH0ANGmgBXyxgV2PeXt,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,https://api.spotify.com/v1/tracks/6NfrH0ANGmgBXyxgV2PeXt,https://api.spotify.com/v1/audio-analysis/6NfrH0ANGmgBXyxgV2PeXt,163084,4
0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,audio_features,5J7teKIJGtqVypgYI6sqXj,spotify:track:5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/tracks/5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/audio-analysis/5J7teKIJGtqVypgYI6sqXj,232496,4
0.832,0.652,7,-4.95,1,0.354,0.359,0,0.492,0.559,176.013,audio_features,6EHrppRT1Uj4cyShAujxFu,spotify:track:6EHrppRT1Uj4cyShAujxFu,https://api.spotify.com/v1/tracks/6EHrppRT1Uj4cyShAujxFu,https://api.spotify.com/v1/audio-analysis/6EHrppRT1Uj4cyShAujxFu,182053,4
0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,audio_features,35wvL50xvKpCHEJPxLOLPI,spotify:track:35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/tracks/35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/audio-analysis/35wvL50xvKpCHEJPxLOLPI,169248,4
0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,audio_features,5stPVcRqb4qixbafP9e8lt,spotify:track:5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/tracks/5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/audio-analysis/5stPVcRqb4qixbafP9e8lt,249520,4
0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,audio_features,38RIEav39FGi86jppxO0du,spotify:track:38RIEav39FGi86jppxO0du,https://api.spotify.com/v1/tracks/38RIEav39FGi86jppxO0du,https://api.spotify.com/v1/audio-analysis/38RIEav39FGi86jppxO0du,210607,4
0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
0.811,0.871,9,-4.564,0,0.214,0.272,0,0.389,0.935,160.025,audio_features,6Zt5p8qcOO5NW0udr3t2Tm,spotify:track:6Zt5p8qcOO5NW0udr3t2Tm,https://api.spotify.com/v1/tracks/6Zt5p8qcOO5NW0udr3t2Tm,https://api.spotify.com/v1/audio-analysis/6Zt5p8qcOO5NW0udr3t2Tm,223133,4
0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,audio_features,2n7ohqg1s68ToAHh4u9mcW,spotify:track:2n7ohqg1s68ToAHh4u9mcW,https://api.spotify.com/v1/tracks/2n7ohqg1s68ToAHh4u9mcW,https://api.spotify.com/v1/audio-analysis/2n7ohqg1s68ToAHh4u9mcW,192024,4
0.818,0.673,4,-7.542,0,0.148,0.348,0,0.172,0.695,87.961,audio_features,5jzEwSyyymBlf1fa1o39T2,spotify:track:5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/audio-analysis/5jzEwSyyymBlf1fa1o39T2,193636,4
0.761,0.716,10,-6.897,1,0.623,0.0252,0,0.59,0.715,95.796,audio_features,5fKIJ30rUP6hZmZ8HhRKlK,spotify:track:5fKIJ30rUP6hZmZ8HhRKlK,https://api.spotify.com/v1/tracks/5fKIJ30rUP6hZmZ8HhRKlK,https://api.spotify.com/v1/audio-analysis/5fKIJ30rUP6hZmZ8HhRKlK,147072,4
0.687,0.874,1,-4.198,1,0.361,0.279,0,0.353,0.475,100.022,audio_features,0san1KUetFkSctwivThY7z,spotify:track:0san1KUetFkSctwivThY7z,https://api.spotify.com/v1/tracks/0san1KUetFkSctwivThY7z,https://api.spotify.com/v1/audio-analysis/0san1KUetFkSctwivThY7z,206929,4
0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86,audio_features,34LI7rwi9H8w2S5KTHnv1M,spotify:track:34LI7rwi9H8w2S5KTHnv1M,https://api.spotify.com/v1/tracks/34LI7rwi9H8w2S5KTHnv1M,https://api.spotify.com/v1/audio-analysis/34LI7rwi9H8w2S5KTHnv1M,191945,4
0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,audio_features,41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/audio-analysis/41wtwzCZkXwpnakmwJ239F,170972,4
0.699,0.612,11,-4.355,1,0.0667,0.757,0,0.161,0.591,100.005,audio_features,7D93pJcwymzaZx8WgBo2zG,spotify:track:7D93pJcwymzaZx8WgBo2zG,https://api.spotify.com/v1/tracks/7D93pJcwymzaZx8WgBo2zG,https://api.spotify.com/v1/audio-analysis/7D93pJcwymzaZx8WgBo2zG,261603,4
0.658,0.634,1,-6.068,0,0.0431,0.0104,0,0.12,0.302,140.002,audio_features,1nahzW3kfMuwReTka28tH5,spotify:track:1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,170813,4
0.771,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,audio_features,7MIkwVS7Wm1vYTEoDPsyVS,spotify:track:7MIkwVS7Wm1vYTEoDPsyVS,https://api.spotify.com/v1/tracks/7MIkwVS7Wm1vYTEoDPsyVS,https://api.spotify.com/v1/audio-analysis/7MIkwVS7Wm1vYTEoDPsyVS,147084,4
0.755,0.772,3,-4.539,0,0.154,0.0605,9.19e-05,0.223,0.586,168.062,audio_features,67jvGGbJmOmVonlyX3mNkV,spotify:track:67jvGGbJmOmVonlyX3mNkV,https://api.spotify.com/v1/tracks/67jvGGbJmOmVonlyX3mNkV,https://api.spotify.com/v1/audio-analysis/67jvGGbJmOmVonlyX3mNkV,233160,4
0.65,0.655,1,-3.71,0,0.405,0.25,0,0.0691,0.735,94.059,audio_features,78SeXVRJ7KCqVmOwTiFjnI,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/tracks/78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/audio-analysis/78SeXVRJ7KCqVmOwTiFjnI,171215,4
0.677,0.579,7,-5.715,1,0.185,0.428,6.28e-06,0.15,0.448,175.904,audio_features,09HSL5vRZgxXmoSrDVKMDB,spotify:track:09HSL5vRZgxXmoSrDVKMDB,https://api.spotify.com/v1/tracks/09HSL5vRZgxXmoSrDVKMDB,https://api.spotify.com/v1/audio-analysis/09HSL5vRZgxXmoSrDVKMDB,155390,4
0.606,0.853,9,-2.975,1,0.0545,0.237,0,0.251,0.822,178.043,audio_features,0jT8Nl0shPS8115is0wD2Q,spotify:track:0jT8Nl0shPS8115is0wD2Q,https://api.spotify.com/v1/tracks/0jT8Nl0shPS8115is0wD2Q,https://api.spotify.com/v1/audio-analysis/0jT8Nl0shPS8115is0wD2Q,209766,4
0.735,0.791,6,-4.462,1,0.0679,0.0529,0.000146,0.145,0.697,168.087,audio_features,5Jm4w8jmPEBTLjI9vH4fXo,spotify:track:5Jm4w8jmPEBTLjI9vH4fXo,https://api.spotify.com/v1/tracks/5Jm4w8jmPEBTLjI9vH4fXo,https://api.spotify.com/v1/audio-analysis/5Jm4w8jmPEBTLjI9vH4fXo,217240,4
0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,audio_features,4saklk6nie3yiGePpBwUoc,spotify:track:4saklk6nie3yiGePpBwUoc,https://api.spotify.com/v1/tracks/4saklk6nie3yiGePpBwUoc,https://api.spotify.com/v1/audio-analysis/4saklk6nie3yiGePpBwUoc,199054,4
0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,audio_features,2Oycxb8QbPkpHTo8ZrmG0B,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,https://api.spotify.com/v1/tracks/2Oycxb8QbPkpHTo8ZrmG0B,https://api.spotify.com/v1/audio-analysis/2Oycxb8QbPkpHTo8ZrmG0B,169333,4
0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,audio_features,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534,4
0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,audio_features,017PF4Q3l4DBUiWoXk4OWT,spotify:track:017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT,221820,4
0.578,0.634,8,-5.979,0,0.333,0.00473,0,0.132,0.216,183.89,audio_features,56Ta1O7Jxxpjnc6cWdDKUo,spotify:track:56Ta1O7Jxxpjnc6cWdDKUo,https://api.spotify.com/v1/tracks/56Ta1O7Jxxpjnc6cWdDKUo,https://api.spotify.com/v1/audio-analysis/56Ta1O7Jxxpjnc6cWdDKUo,211652,4
0.964,0.486,2,-8.891,1,0.188,0.0194,0.04,0.0694,0.318,124.058,audio_features,2vBET2pmrQqafaS6zIaYta,spotify:track:2vBET2pmrQqafaS6zIaYta,https://api.spotify.com/v1/tracks/2vBET2pmrQqafaS6zIaYta,https://api.spotify.com/v1/audio-analysis/2vBET2pmrQqafaS6zIaYta,220659,4
0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3
0.801,0.579,11,-4.78,0,0.0813,0.333,0.000355,0.172,0.231,99.994,audio_features,7gwwt1IaAWwmB7af0AcuBM,spotify:track:7gwwt1IaAWwmB7af0AcuBM,https://api.spotify.com/v1/tracks/7gwwt1IaAWwmB7af0AcuBM,https://api.spotify.com/v1/audio-analysis/7gwwt1IaAWwmB7af0AcuBM,212406,4
0.737,0.557,1,-5.231,0,0.394,0.215,0,0.173,0.459,91.646,audio_features,02qrtIRuwbGgs2wCvdOFme,spotify:track:02qrtIRuwbGgs2wCvdOFme,https://api.spotify.com/v1/tracks/02qrtIRuwbGgs2wCvdOFme,https://api.spotify.com/v1/audio-analysis/02qrtIRuwbGgs2wCvdOFme,147561,4
0.645,0.712,7,-3.765,1,0.0312,0.372,9.67e-05,0.0501,0.687,93.994,audio_features,27uAea0qcUz3a7jKnAT7KG,spotify:track:27uAea0qcUz3a7jKnAT7KG,https://api.spotify.com/v1/tracks/27uAea0qcUz3a7jKnAT7KG,https://api.spotify.com/v1/audio-analysis/27uAea0qcUz3a7jKnAT7KG,253823,4
0.552,0.624,0,-4.359,1,0.281,0.541,1.03e-06,0.0831,0.634,86.374,audio_features,6eTCWWKBtnJI9Ui9OlLEyO,spotify:track:6eTCWWKBtnJI9Ui9OlLEyO,https://api.spotify.com/v1/tracks/6eTCWWKBtnJI9Ui9OlLEyO,https://api.spotify.com/v1/audio-analysis/6eTCWWKBtnJI9Ui9OlLEyO,232722,4
0.732,0.679,3,-3.068,0,0.135,0.195,5.2e-06,0.651,0.443,171.887,audio_features,5bQ9rtAfOUbPmuxjPK8zDp,spotify:track:5bQ9rtAfOUbPmuxjPK8zDp,https://api.spotify.com/v1/tracks/5bQ9rtAfOUbPmuxjPK8zDp,https://api.spotify.com/v1/audio-analysis/5bQ9rtAfOUbPmuxjPK8zDp,260547,4
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
0.824,0.631,0,-2.791,1,0.0809,0.237,0.000116,0.0531,0.678,171.965,audio_features,50ZC4PM7hywH27RcCfViau,spotify:track:50ZC4PM7hywH27RcCfViau,https://api.spotify.com/v1/tracks/50ZC4PM7hywH27RcCfViau,https://api.spotify.com/v1/audio-analysis/50ZC4PM7hywH27RcCfViau,197721,4
0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
0.851,0.776,6,-3.254,1,0.0561,0.12,0,0.1,0.804,95.995,audio_features,7MoZgM6AsQaZw14WnKopuy,spotify:track:7MoZgM6AsQaZw14WnKopuy,https://api.spotify.com/v1/tracks/7MoZgM6AsQaZw14WnKopuy,https://api.spotify.com/v1/audio-analysis/7MoZgM6AsQaZw14WnKopuy,209905,4
0.775,0.847,8,-4.602,0,0.351,0.143,0,0.107,0.806,104.817,audio_features,2KTCXvWUbqfiinbFe7PJKP,spotify:track:2KTCXvWUbqfiinbFe7PJKP,https://api.spotify.com/v1/tracks/2KTCXvWUbqfiinbFe7PJKP,https://api.spotify.com/v1/audio-analysis/2KTCXvWUbqfiinbFe7PJKP,224740,4
0.761,0.668,0,-3.319,1,0.211,0.153,0,0.301,0.578,90.043,audio_features,0S9ZVNTNRzLMgb96tmmG1u,spotify:track:0S9ZVNTNRzLMgb96tmmG1u,https://api.spotify.com/v1/tracks/0S9ZVNTNRzLMgb96tmmG1u,https://api.spotify.com/v1/audio-analysis/0S9ZVNTNRzLMgb96tmmG1u,185719,4
0.668,0.799,11,-5.835,1,0.221,0.152,0,0.0937,0.553,85.934,audio_features,5L11wZayGyUUMphfhCF16T,spotify:track:5L11wZayGyUUMphfhCF16T,https://api.spotify.com/v1/tracks/5L11wZayGyUUMphfhCF16T,https://api.spotify.com/v1/audio-analysis/5L11wZayGyUUMphfhCF16T,234419,4
0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,audio_features,0SqqAgdovOE24BzxIClpjw,spotify:track:0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/tracks/0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/audio-analysis/0SqqAgdovOE24BzxIClpjw,172127,4
0.656,0.705,5,-4.262,0,0.0908,0.166,0,0.202,0.53,172.003,audio_features,1yc7ERfIzFxPP1E0OFRvp0,spotify:track:1yc7ERfIzFxPP1E0OFRvp0,https://api.spotify.com/v1/tracks/1yc7ERfIzFxPP1E0OFRvp0,https://api.spotify.com/v1/audio-analysis/1yc7ERfIzFxPP1E0OFRvp0,176298,4
0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,audio_features,5cpJFiNwYyWwFLH0V6B3N8,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/tracks/5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/audio-analysis/5cpJFiNwYyWwFLH0V6B3N8,214507,4
0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,audio_features,1diS6nkxMQc3wwC4G1j0bh,spotify:track:1diS6nkxMQc3wwC4G1j0bh,https://api.spotify.com/v1/tracks/1diS6nkxMQc3wwC4G1j0bh,https://api.spotify.com/v1/audio-analysis/1diS6nkxMQc3wwC4G1j0bh,165507,4
0.483,0.492,0,-6.591,0,0.295,0.603,0,0.323,0.66,144.511,audio_features,5EbtodsuLbxrFDH6j5avVS,spotify:track:5EbtodsuLbxrFDH6j5avVS,https://api.spotify.com/v1/tracks/5EbtodsuLbxrFDH6j5avVS,https://api.spotify.com/v1/audio-analysis/5EbtodsuLbxrFDH6j5avVS,188213,4
0.84,0.692,1,-2.182,1,0.0689,0.0871,0.0154,0.251,0.597,89.991,audio_features,2gzOFnP4J0AytvaPd86Rhm,spotify:track:2gzOFnP4J0AytvaPd86Rhm,https://api.spotify.com/v1/tracks/2gzOFnP4J0AytvaPd86Rhm,https://api.spotify.com/v1/audio-analysis/2gzOFnP4J0AytvaPd86Rhm,227700,4
0.801,0.745,6,-3.733,0,0.063,0.398,0.00603,0.153,0.245,104.965,audio_features,3JHpk0DOTOzyh0777JFAky,spotify:track:3JHpk0DOTOzyh0777JFAky,https://api.spotify.com/v1/tracks/3JHpk0DOTOzyh0777JFAky,https://api.spotify.com/v1/audio-analysis/3JHpk0DOTOzyh0777JFAky,214013,4
0.814,0.774,11,-2.082,0,0.284,0.141,0.000468,0.108,0.741,175.86,audio_features,4J1Xxrqi4YEhclPzYbvo6V,spotify:track:4J1Xxrqi4YEhclPzYbvo6V,https://api.spotify.com/v1/tracks/4J1Xxrqi4YEhclPzYbvo6V,https://api.spotify.com/v1/audio-analysis/4J1Xxrqi4YEhclPzYbvo6V,174545,4
0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,audio_features,1rgnBhdG2JDFTbYkYRZAku,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4
0.771,0.769,0,-3.504,0,0.0694,0.18,1.57e-05,0.345,0.931,167.969,audio_features,74j34STf8L6uADnTN69ohv,spotify:track:74j34STf8L6uADnTN69ohv,https://api.spotify.com/v1/tracks/74j34STf8L6uADnTN69ohv,https://api.spotify.com/v1/audio-analysis/74j34STf8L6uADnTN69ohv,289899,4
0.786,0.808,7,-3.702,1,0.0881,0.0846,0.000289,0.0822,0.608,105.029,audio_features,0KkIkfsLEJbrcIhYsCL7L5,spotify:track:0KkIkfsLEJbrcIhYsCL7L5,https://api.spotify.com/v1/tracks/0KkIkfsLEJbrcIhYsCL7L5,https://api.spotify.com/v1/audio-analysis/0KkIkfsLEJbrcIhYsCL7L5,301714,4
0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972,audio_features,7sQKy5vlPQllr0k9IjYJv3,spotify:track:7sQKy5vlPQllr0k9IjYJv3,https://api.spotify.com/v1/tracks/7sQKy5vlPQllr0k9IjYJv3,https://api.spotify.com/v1/audio-analysis/7sQKy5vlPQllr0k9IjYJv3,226533,4
0.799,0.69,7,-7.252,1,0.1,0.282,0.001,0.143,0.682,106.034,audio_features,0GmiGIxXDNrePrHBpijYDp,spotify:track:0GmiGIxXDNrePrHBpijYDp,https://api.spotify.com/v1/tracks/0GmiGIxXDNrePrHBpijYDp,https://api.spotify.com/v1/audio-analysis/0GmiGIxXDNrePrHBpijYDp,352442,4
